title;function;keywords;questions
Het bericht ‘Hout stoken in woonwijk moet aan banden worden gelegd’  ;S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ;HOUT#WONI#NGEN#GEZONDHEIDSEFFECTEN#EMISSIE#VERWARMING#LUCHTKWALITEIT#KOOLDIOXIDE#DUURZAME ENERGIE;<questions><question>1 Kent u het bericht ‘Hout stoken in woonwijk moet aan banden worden gelegd’? (1)</question><question>2 Deelt u de mening dat het stoken van hout slecht is voor zowel het milieu als de gezondheid, omdat er uit de verbranding een verscheidenheid aan schadelijke, en vaak kankerverwekkende stoffen vrijkomt, waaronder benzeen, dioxine, benzo(a)pyreen, benzo(k)fluorantheen, roet, fijnstof, ultra fijnstof, PAKs, koolmonoxide?  Zo nee, waarom niet?</question><question>3 Is het waar dat fijnstof die vrijkomt bij verbranding van hout, schadelijker is dan fijnstof die vrijkomt bij diesel en dat houtrook twaalf maal schadelijker is dan sigarettenrook (bij eenzelfde rookdichtheid)? (2)</question><question>4 Deelt u de mening dat houtstook niet duurzaam is, omdat de bij houtstook veel CO2 wordtuitgestoten?  (2)</question><question>5 Wat vindt u ervan dat maar liefst één op de vijf Nederlanders zegt last te hebben van houtrook?</question><question>6 Wat is uw reactie op het feit dat bijna de helft van de Nederlanders vindt dat de overheid moet komen met regels voor het stoken van hout in een woonwijk en dat een derde zelfs vindt dat stoken helemaal verboden moet worden? (1)</question><question>7 Bent u bereid om landelijke regels op te stellen om houtstook te beperken, vanwege de negatieve gevolgen van houtstook voor de volksgezondheid, het klimaat en het milieu? Zo nee, waarom niet?</question><question>8 Bent u bereid om in het nieuwe Klimaatakkoord en in Green Deals biomassa(bij)stook niet langer als duurzaam alternatief te definiëren voor energieomzetting of ruimteverwarming, en subsidies voor pelletkachels en biomassaketels te beëindigingen? Zo nee, waarom niet?(1) https://www.rtlnieuws.nl/gezondheid/hout-stoken-in-woonwijk-moet-aan-banden-worden-gelegd(2) https://www.duurzaamnieuws.nl/uitstoot-houtkachels-schadelijker-dan-dieselautos/  </question></questions>
Het kantelen van een vrachtwagen met 300 jonge kalfjes aan boord  ;C.J. SchoutenCUMinister van Landbouw, Natuur en VoedselkwaliteitC. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;DIERENWELZIJN#VRACHTWAGENS#KOEIEN#CIJFERS#NOORD-IERLAND#GRONINGEN#NVWA#TOEZICHT#DRINKWATER#EXPORT#VERGUNNINGEN;<questions><question>1 Heeft u vernomen dat er meer dan 100 kalfjes zijn gestorven nadat de vrachtwagen waarin ze stonden was gekanteld op de A16? (1)</question><question>2 Hoe oud waren de kalfjes in deze vrachtwagen?  </question><question>3 Kunt u bevestigen dat deze kalfjes onderweg waren vanuit Noord-Ierland naar een kalvermesterij in Groningen? Zo nee, waar kwamen de kalfjes dan vandaan en wat was hun bestemming? (2)  </question><question>4 Van hoeveel verschillende bedrijven kwamen deze kalfjes?</question><question>5 Kunt u schetsen wat er voor de kalfjes aan voorafging voordat ze met z’n driehonderden in een vrachtwagen stonden die uit Noord-Ierland vertrok naar Groningen?</question><question>6 Wat was de werkelijke vertrektijd van dit transport vanuit Noord-Ierland? Zijn de dieren ’s nachts vervoerd? Zo ja, wat zijn de laagste temperaturen geweest die tijdens dit transport zijn geconstateerd?  </question><question>7 Kunt u toelichten hoeveel uur het geplande transport van deze dieren in beslag zou nemen? Was er sprake van een transport van meer dan 19 uur? Zo ja, is de vereiste tussenstop van 24 uur uitgevoerd waarbij de kalfjes zijn uitgeladen om uit te rusten in een stal op stro? Zo ja, hoe is dit gecontroleerd en bij welke temperatuur zijn de kalfjes dan uitgeladen?  </question><question>8 Bent u er mee bekend dat, ondanks dat tussenstops wel geboekt worden om de exportvergunning te krijgen, de verplichte tussenstop in de praktijk vaak wordt overgeslagen?  </question><question>9 Welk drinksysteem was aanwezig in de veewagen? Hoe controleert de Nederlandse Voedsel- en Warenautoriteit (NVWA) of alle kalveren in de volle veewagen daadwerkelijk toegang hebben tot de drinkspenen?  </question><question>10 Kunt u bevestigen dat de gebrekkige drinkwatervoorziening in 2015 aanleiding is geweest om de internationale kalvertransporten op te schorten?  </question><question>11 Zijn alle kalfjes nu wel in staat om te drinken uit de nieuwe drinksystemen? Zo ja, uit welke gegevens zou dat onomstotelijk moeten blijken?</question><question>12 Hoe wordt kalfjes, die een natuurlijke zuigbehoefte hebben en de speen van hun moeder zoeken, aangeleerd hoe ze moeten drinken tijdens het transport?</question><question>13 Uit hoeveel etages bestond de betreffende vrachtwagen en hoe hoog was de betreffende vrachtwagen?  </question><question>14 Voldeed het transport aan alle geldende regels? Zo ja, uit welke daadwerkelijk uitgevoerde controles zou dat moeten blijken?  </question><question>15 Wat was de oorzaak van het ongeluk? Heeft de wind een rol gehad in het omslaan van de vrachtwagen?  1</question><question>6 Bent u bereid om het hitteprotocol voor diertransporten uit te breiden naar andere weersomstandigheden. zoals vrieskou of sterke wind? Zo nee, waarom niet?  </question><question>17 Kunt u van de afgelopen tien jaar per diersoort uiteenzetten hoeveel ongelukken er gebeuren met diertransporten en hoeveel dieren er jaarlijks om het leven komen bij ongelukken met diertransporten? Zo nee, waarom niet en wat gaat u doen om deze cijfers in de toekomst wel te kunnen verstrekken?  </question><question>18 Kunt u van de afgelopen tien jaar inzichtelijk maken hoeveel kalfjes hun transport niet overleven? Zo nee, waarom niet en wat gaat u doen om deze cijfers in de toekomst wel te kunnen verstrekken?  </question><question>19 Kunt u van de afgelopen tien jaar inzichtelijk maken hoeveel kalfjes bij aankomst na hun transport lijden aan longontsteking? Zo nee, waarom niet en wat gaat u doen om deze cijfers in de toekomst wel te kunnen verstrekken?  </question><question>20 Kunt u van de afgelopen tien jaar inzichtelijk maken hoeveel kalfjes bij aankomst na hun transport last hadden van diarree? Zo nee, waarom niet en wat gaat u doen om deze cijfers in de toekomst wel te kunnen verstrekken? </question><question>21 Bent u er mee bekend dat kalfjes van nature een half jaar tot een jaar bij hun moeder blijven en melk bij haar drinken?  </question><question>22 Kunt u bevestigen dat voor de productie van melk, kaas, toetjes en andere zuivelproducten kalfjes echter vrijwel direct na de geboorte bij hun moeder worden weggehaald zodra ze kunnen staan?  </question><question>23 Kunt u bevestigen dat kalfjes al vanaf de leeftijd van 14 dagen op transport mogen worden gezet en tijdens zo’n soms dagenlang transport slechts ruimte hebben van 0,3 tot maximaal 0,95 m2 per dier? Zo nee, hoe zit het dan?  (1) https://nos.nl/artikel/2220075-meer-dan-100-kalfjes-dood-bij-ongeluk-met-veewagen-op-a16.html(2) https://www.animalstoday.nl/ongeluk-300-kalfjes-a16/  </question></questions>
Windturbines en de luchthaven Lelystad  ;E.D. WiebesVVDMinister van Economische Zaken en KlimaatMede namens:C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;LUCHTHAVENS#FLEVOLAND#WINDENERGIE#LUCHTVAART#KOSTEN-BATEN ANALYSES;<questions><question>1 Wat is de toegevoegde waarde van het openhouden van Lelystad Airport voor klein (VFR) verkeer na opening van de luchthaven voor het grootzakelijk (IFR) verkeer en hoe verhoudt zich dat tot de (negatieve) effecten van Lelystad op de windplannen 'West' (Bruin), 'Groen' en'Blauw' rond de luchthaven?</question><question>2 Welke maatregelen kan de luchtvaart in het operationele gebruik van de  luchthaven nemen, opdat de windplannen minder nadelen ondervinden?</question><question>3 Hoe voorkomt u dat de plannen voor Lelystad Airport de planning die het kabinet hanteert voor de ontwikkeling van de windprojecten in Flevoland doorkruist en het realiseren van het reeds gesloten Energieakkoord en nog te sluiten Klimaatakkoord in de weg zit?</question><question>4 Hoeveel windmolens van de windparken Blauw, Groen en West moeten vanwege luchtvaartbelangen worden gebouwd met een aangepaste hoogte? Hoeveel turbineposities kunnen er niet worden gerealiseerd door de luchtvaartbelangen? Hoeveel extra windmolens moeten worden gebouwd om dezelfde capaciteit alsnog te realiseren?</question><question>5 Wat zijn de geraamde meerkosten voor het realiseren van een windpark met deze beperkingen? Wie draait op voor die meerkosten?</question><question>6 Als de kosten niet in de maatschappelijke kosten-batenanalyse (MKBA) zijn opgenomen, hoe vindt dan de afweging plaats tussen ruimte voor meer vliegverkeer en duurzame energie?</question><question>7 Welke mogelijkheden ziet u om de negatieve effecten van vliegverkeer op de energietransitie te compenseren, beperken of zelfs te voorkomen?  </question></questions>
Het bericht ‘Rotterdamse droogdok is al drie jaar besmet’  ;W. KoolmeesD66Minister van Sociale Zaken en WerkgelegenheidMede namens:C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;nan;<questions><question>1 Bent u bekend met het artikel ‘Rotterdamse droogdok is al drie jaar besmet’? 1)</question><question>2 Bent u bekend met de gevolgen van de houding van de Inspectie SZW in relatie tot opdrachten voor onderhoud van cruiseschepen in de haven van Rotterdam en bent u bekend met onduidelijkheid over de regels of interpretatie daarvan? Wat is hierop uw reactie?</question><question>3 Bent u bekend met het gegeven dat de internationale reders van cruiseschepen de scheepswerven in Nederland mijden sinds de Inspectie SZW in 2014 een boete heeft opgelegd? Klopt het dat hoewel de sector voor onderhoud en opknappen van cruiseschepen ‘booming’ is, er sinds dit voorval in 2014 eigenlijk geen groot cruiseschip voor onderhoud naar Nederland is gekomen?</question><question>4 Deelt u de mening dat de voortdurende onduidelijkheid over toepassing van regelgeving en (lopende) rechtszaken kunnen leiden tot economische schade? Kunt u dit toelichten?</question><question>5 Deelt u de mening dat het onderhoud en de refit van grote cruiseschepen van grote waarde is voor zowel de haven van Rotterdam als voor veel Nederlandse bedrijven en werknemers die middels dit soort omvangrijke technisch-logistieke operaties werk vinden? Kunt u dit toelichten?</question><question>6 Klopt het dat voordat de boete door de Inspectie SZW is opgelegd er juist uitvoerig overleg is geweest tussen reder en overheidsinstanties over wat wel en niet kan? Zijn deze afspraken vastgelegd? Kan de Kamer deze afspraken inzien?</question><question>7 Is er sprake van een verplaatsing van dit type werk aan cruiseschepen naar bijvoorbeeld Duitsland of elders? Welke schade levert dit de Nederlandse economie op? Wat is de geschatte derving van inkomsten per jaar?</question><question>8 Worden in Duitsland en Frankrijk ook dergelijke boetes opgelegd voor hetzelfde type overtredingen? Zo ja, kunt u dit aantonen? Zo nee, waarom niet en is er dan nog sprake van een gelijk speelveld?</question><question>9 In hoeverre bent u bereid om er zorg voor te dragen dat er niet onnodig baankansen verloren gaan? Op welke wijze zult u dit aanpakken? </question><question>10 Wat heeft u gedaan met de brandbrief die de brede vertegenwoordiging (Gemeente Rotterdam, Havenbedrijf Rotterdam, Regio Rotterdam-Drechtsteden, Nederland Maritiem land, Koninklijke Vereniging van Nederlandse Reders, Netherlands Maritime Technology, Rotterdam Maritime Services Community, Cruise Port Rotterdam en CLIA Europe) van overheden en partners uit de maritieme sector u stuurde? Als u geen actie heeft ondernomen, bent u van plan dit in de toekomst nog te doen? Kunt u dit toelichten?1) Financieel Dagblad 12 februari 2018, https://fd.nl/ondernemen/1241056/rotterdamse-droogdok-is-al-drie-jaar-besmet  </question></questions>
Het bericht ‘Steenkolenoverslag Rotterdamse haven met 25 jaar verlengd’  ;E.D. WiebesVVDMinister van Economische Zaken en KlimaatMede namens:W.B. HoekstraCDAMinister van FinanciënC. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;STEENKOOL#ROTTERDAM#HAVENS#DUURZAME ENERGIE;<questions><question>1 Bent u bekend met het bericht ‘Steenkolenoverslag Rotterdamse haven met 25 jaar verlengd’? 1)</question><question>2 Deelt u de mening dat de Rotterdamse haven elke mogelijkheid moet aangrijpen om de invoer van kolen te ontmoedigen zodat de energietransitie kan worden versneld? Zo nee, waarom niet?</question><question>3 Deelt u de mening dat het feit dat de kolenoverslag in de Rotterdamse haven de grootste van Europa is niet strookt met het ondertekenen van het klimaatakkoord van Parijs door Nederland?</question><question>4 Klopt het dat de Rotterdamse haven op andere manieren, bijvoorbeeld door het verhogen van tarieven, steenkool kan weren?</question><question>5 Gaat u er bij het Havenbedrijf Rotterdam op aandringen om alles in het werk te zetten om de invoer van steenkool te ontmoedigen? Zo nee, waarom niet?</question><question>6 Wie is verantwoordelijk voor de strategische keuzes op lange termijn voor de Rotterdamse haven? Het havenbedrijf, de gemeente Rotterdam of heeft het Rijk ook een rol?</question><question>7 Is er een visie voor het behoud van werkgelegenheid in onze havens als de fossiele sector meer en meer uit wordt gefaseerd?</question><question>8 Zouden de kades voor de kolenoverslag niet beter gebruikt kunnen worden om (container-)vracht over te slaan naar binnenvaartschepen om zo de modal-split te verbeteren?1)  FD.nl, 21 februari 2018, https://fd.nl/economie-politiek/1242982/steenkolenoverslag-rotterdamse-haven-met-25-jaar-verlengd  </question></questions>
De slechte bereikbaarheid van Ameland via de veerverbinding Holwerd-Ameland  ;C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en WaterstaatMede namens:S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ;AMELAND#SCHEEPVAART#VAARWEGEN#WADDENZEE#WADDENEILANDEN;<questions><question>1 Kent u het bericht 'Wagenborg-baas: nu echt uur U voor bereikbaarheid Ameland' en 'Burgemeester: Vaarweg Ameland moet geen karrenspoor worden'? (1)</question><question>2 Deelt u de zorgen van de burgemeester van Ameland, ondernemers, bewoners en rederij Wagenborg over het annuleren van afvaarten door zeer laag water en de slechte bereikbaarheid tussen Ameland en Holwerd, zeker als met laag water niet meer gevaren kan worden?</question><question>3 Welke actie is ondernomen sinds de Kamerbrief van 19 december 2016 (Kamerstuk 31409, nr. 131) waarin onder meer bochtafsnijdingen, het realiseren van een sneldienst en het optimaliseren van het baggerregime zijn aangekondigd? Kunt u voor elk van de vijf (tijdelijke) maatregelen uit het Open Plan Proces aangeven welke actie is ondernomen en wanneer de maatregelen volledig zijn gerealiseerd? Op welke manier is de motie van de leden Aukje de Vries en Jacobi over een aanpassing van de vaargeul tussen Holwerd en Ameland (Kamerstuk 29684, nr. 128) uitgevoerd?</question><question>4 Erkent u dat de vertragingen voor de komende tien jaar niet grotendeels zijn opgelost in tegenstelling tot de conclusie uit de Kamerbrief uit 2016? Welke actie gaat u ondernemen om de vertragingen wel grotendeels op te lossen?</question><question>5 Wat is de stand van zaken van het proces voor een permanente duurzame oplossing voor de periode na 2029? Ziet u kans om al eerder tot een permanente duurzame oplossing te komen?(1) Leeuwarder Courant, 6 februari 2018, pagina 24 en https://www.omropfryslan.nl/nieuws/787882-burgemeester-vaarweg-ameland-moet-geen-karrenspoor-worden  </question></questions>
Asbest bij onderhoud en renovaties van huurwoningen  ;K.H. OllongrenD66Minister van Binnenlandse Zaken en KoninkrijksrelatiesMede namens:S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ;HUURWONINGEN#WONINGONDERHOUD#WONINGVERBETERING#ASBEST#INFORMATIE EN COMMUNICATIE#DUURZAAMHEID#WONINGCORPORATIES#OVERLAST#INSPRAAK;<questions><question>1 Bent u bekend met de Zembla-uitzending ‘Renovatiewoede’ van 21 februari 2018? (1)</question><question>2 Deelt u de mening dat het onacceptabel is dat huurders zich genoodzaakt zien om advocaten in te schakelen en/of medische dossiers moeten overleggen om aanspraak te maken op een logeerwoning bij renovaties die meerdere weken duren?</question><question>3 Acht u het veilig dat complexen met asbesthoudende toepassingen worden gerenoveerd terwijl de bewoners daar gedurende de werkzaamheden verblijven? Welke rechten hebben huurders hierbij? Kunt u uw antwoord toelichten?</question><question>4 Welke rechten en mogelijkheden hebben huurders als tijdens onderhoud of renovatie asbest of asbesthoudend materiaal wordt gevonden? Moeten huurders hiervan altijd op de hoogte worden gesteld en hebben zij het recht om te eisen dat het wordt verwijderd?</question><question>5 Welke rechten en mogelijkheden hebben huurders als een renovatie ingrijpender blijkt te zijn of meer tijd vergt dan aanvankelijk was voorzien en acht u dit voldoende? Kunt u uw antwoord toelichten?</question><question>6 Klopt het dat saneerders zonder beschermende kleding en zonder adequate afzuiging asbest hebben verwijderd bij de woningen in Utrecht Overvecht? Bent u bereid om de rapporten van de gemeentes Utrecht en Soest en de inspectie over de werkzaamheden met asbesthoudend materiaal te delen met de Kamer?</question><question>7 Klopt het dat dat alleen gecertificeerde bedrijven zijn ingeschakeld voor het verwijderen van asbesthoudend materiaal? (1) Zembla, uitzending 21 februari 2018, https://zembla.bnnvara.nl/nieuws/de-renovatiewoede  </question></questions>
Het artikel ‘Campina en Unilever willen bereikbaar zijn in Wageningen’  ;C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;UNIVERSITEITEN#INFRASTRUCTUUR#GELDERLAND#ONDERNEMINGSKLIMAAT#WEGEN#WEGVERKEER#WERKNEMERS;<questions><question>1 Heeft u kennisgenomen van het artikel ‘Campina en Unilever willen bereikbaar zijn in Wageningen’? (1)</question><question>2 Welk belang hecht u aan de internationale positie van de Wageningen Universiteit? Hoe kijkt de rest van de wereld aan tegen de Wageningse Universiteit en waar blijkt dat uit?</question><question>3 Is het feit dat het regeerakkoord stelt dat aansluiting op het hoofdwegennet en het onderliggend wegennet wordt verbeterd via afspraken met provincies en gemeenten hier relevant?</question><question>4 Deelt u de mening dat de bereikbaarheid per auto van Wageningen al jaren onder druk staat?Klopt het dat dit het geval is vanuit het noorden (A12 afslag Ede via de N781), het zuiden en westen (via A15 Rijnbrug/Rhenen N233 en via doorgaande N225) en het oosten? Heeft u hier relevante cijfers van?</question><question>5 Hoe belangrijk is bereikbaarheid voor bedrijven en werknemers? Kan het zijn dat bedrijven als Friesland-Campina, TNO en Unilever de dupe worden van een mindere bereikbaarheid?  (1) Gelderlander editie de Vallei 15 februari 2018  </question></questions>
De geluidsoverlast van de A50 voor Ravenstein en Oss  ;C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;WEGEN#GELUIDHINDER#BRUGGEN;"<questions><question>1 Bent u op de hoogte van het feit dat inwoners van het stadje Ravenstein veel geluidsoverlast ondervinden van de A50 doordat de brug hoog boven het stadje uitstijgt en het steeds van ""kaboem-kaboem"" gaat wanneer een auto de brug passeert? Zo ja, wat vindt u daarvan?</question><question>2 Is er sinds 2009 iets ondernomen tegen de geluidsoverlast? (1)</question><question>3 Wat is uw oordeel over het rapport van adviesbureau dGmR inzake Geluidhinder A50-A59? (2)</question><question>4 Kunt u aangeven wat precies de geldende toegestane geluidsnormen zijn?</question><question>5 Klopt het dat Rijkswaterstaat akoestisch onderzoek moet doen naar maatregelen omdat volgens het rapport ‘Nalevingsverslag geluidproductieplafonds rijkswegen 2016’, dat is gepubliceerd op 18 september 2017, bij de in de gemeente Oss gelegen trajecten van de A50 en de A59 sprake is van een dreigende plafondoverschrijding? Zo ja, vindt dit akoestisch onderzoek inmiddels plaats? Zo nee, waarom niet? (3)</question><question>6 Wat geven deze metingen aan over de overlast voor andere Osse dorpen en wijken als Huisseling, Herpen, Oss-Zuid, De Ruwaard en Geffen?</question><question>7 Waarom liggen langs de A59 en de A50 wél geluidsschermen in de gemeenten Wijchen en Den Bosch en niet in de gemeente Oss? Kunt u dit per gemeente motiveren en nader toelichten?</question><question>8 Klopt het dat Rijkswaterstaat in 2018 op zes plaatsen geluidsmaatregelen langs de A50 tussen Sint-Oedenrode en Paalgraven neemt omdat de geluidsoverlast er te hoog is? (4) Waarom is besloten om in 2018 geen maatregelen te nemen tussen Paalgraven en de brug bij Ravenstein?</question><question>9 Klopt het dat de geluidsproductie van de A50 tussen Sint-Oedenrode en Paalgraven lager is dan van de A50 tussen Paalgraven en Ravenstein? Betekent dit dat wordt gemeten met twee maten? Zo ja, waarom?</question><question>10 Welke maatregelen gaat u nemen om de overlast weg te nemen. Kunt u dit toelichten?  Wat is de bijdrage van verschillende varianten (geluidsscherm, tweelaags zoab, tweelaags zoab-fijn, beperking van de maximumsnelheid, geen verhoging van de maximum-snelheid in de nacht enz.) aan de reductie van de geluidsoverlast voor de omwonenden?(1) https://www.arenalokaal.nl/arena/nieuws/regio-oss-uden/regio-ravenstein-herpen/herpen/kerkdorpen-herpen/cda-prominenten-naar-ravenstein-vanwege-geluidsoverlast-a50(2) DGmR. Arnoud Kok. Geluidhinder A50-A59.(3) https://www.rijksoverheid.nl/documenten/rapporten/2018/01/17/nalevingsverslag-geluidproductieplafonds-rijkswegen-2016(4) https://www.rijkswaterstaat.nl/wegen/projectenoverzicht/a50-geluidmaatregelen-sint-oedenrode-paalgraven/index.aspx  </question></questions>"
Het bericht ‘Huishouden meer kwijt aan waterschapslasten’  ;C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;WATERSCHAPSBELASTINGEN#GEZINNEN#BELASTINGTARIEVEN;<questions><question>1 Bent u bekend met het bericht ‘Huishouden meer kwijt aan waterschapslasten’? (1)</question><question>2 Wat is uw appreciatie van de stijging van de lasten? Zijn deze gestegen lasten toerekenbaar aan daadwerkelijk gestegen kosten? Zo ja, welke?</question><question>3 Hoeveel is een gemiddeld gezin kwijt aan waterschapslasten? Kan dit voor de laatste tien jaar voor alle waterschappen uitgesplitst worden voor het laatste beschikbare jaar? Welke waterschappen zijn de uitschieters en waarom?</question><question>4 Hoe kan het dat de stijging van 2,5% hoger is dan de inflatie?</question><question>5 Wat is de systematiek van de waterschapslasten? Zit er een prikkel voor waterschappen in om de kosten te beperken en zo de lasten te verminderen? Welke beleidsvrijheid hebben waterschappen om te differentiëren in de heffingstructuur, bijvoorbeeld in onderscheid tussen een- en meerpersoonshuishoudens?</question><question>6 Klopt het dat de heffingssystematiek voor waterschappen op dit moment herzien wordt? Wanneer wordt de herziening voor politieke besluitvorming voorgelegd?</question><question>7 Moeten waterschapslasten kostendekkend zijn? Hoe is de koppeling tussen de waterschapslasten en de Waardering Onroerende Zaken (WOZ)-waarde geregeld? Zit er een koppeling in om een gestegen WOZ-waarde te compenseren door middel van een lager tarief? Zou dit een idee zijn om de lastenstijgingen te beperken? Zitten er genoeg sloten op de deur om een stijging van de lasten tegen te gaan?</question><question>8 Hoe wordt voorkomen dat de gestegen kosten alleen op de schouders van middeninkomens terechtkomen vanwege de mogelijkheid tot kwijtschelding? Wat vindt het kabinet van inkomenspolitiek via de kwijtschelding?</question><question>9 Hoe zijn de grote verschillen in waterschapslasten tussen waterschappen te verklaren? Waarom betaalt een gezin in Delfland 200 euro meer dan in Dommel?</question><question>10 Wanneer komt het Centrum voor Onderzoek van de Economie van de Lagere Overheden (COELO)-rapport over de lokale lasten uit?</question><question>11 Welke stappen zetten de waterschappen om de lastenstijgingen te beperken of zelfs te komen tot lastenverlichtingen?</question><question>12 Treedt u in overleg met decentrale overheden zoals de waterschappen om de lastenstijgingen te beperken?</question><question>13 Is er een effectief mechanisme om de lastenstijgingen te beperken? Kennen de waterschappen een ‘macro-norm’ of ‘micro-norm’, analoog aan de gemeenten?</question><question>14 Deelt u de mening dat, zeker nu het economisch weer goed gaat, overheden zouden moeten zorgen voor belastingverlaging en niet voor belastingverhoging?(1) Telegraaf.nl, 20 februari 2018  </question></questions>
Het bericht dat de vaarweg naar Ameland geen karrenspoor moet worden  ;C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en WaterstaatMede namens:S. van Veldhoven-van der MeerD66Staatssecretaris van Infrastructuur en Waterstaat  ;AMELAND#SCHEEPVAART#WADDENZEE#WATERWEGEN;<questions><question>1 Kent u het bericht 'Vaarweg Ameland moet geen karrenspoor worden'? (1)</question><question>2 Deelt u de zorgen die de gemeente Ameland en de rederij Wagenborg hebben over de bereikbaarheid van het eiland?</question><question>3 Is het u bekend dat de veerboten vaak niet op tijd kunnen varen, omdat er niet genoeg water staat in de geul of bij de veerdam bij Holwerd, zodat de boot niet kan aanmeren? Zo ja, wat is uw visie daarop? Tot welke mate is het acceptabel dat veerboten uitvallen?</question><question>4 Wat is de prognose voor Ameland wat bereikbaarheid betreft? Deelt u de visie dat het eiland over vijf jaar misschien niet meer bereikbaar is, als er niet ingegrepen wordt?</question><question>5 Deelt u de visie dat het onacceptabel zou zijn als de veerboten alleen nog maar met hoog water kunnen varen?</question><question>6 Kunt u aangeven wat de belemmeringen zijn die een snelle oplossing in de weg staan?</question><question>7 Deelt u de visie van de burgemeester van Ameland dat de vaarroute gezien moet worden als een openbare weg en dat het Rijk ervoor moet zorgen dat het eiland bereikbaar blijft? Zo nee, waarom niet?(1) Website Omrop Fryslân, 5 februari 2018 (https://www.omropfryslan.nl/nieuws/787882-burgemeester-vaarweg-ameland-moet-geen-karrenspoor-worden)  </question></questions>
Het voorbereiden van de Rotterdamse haven op de Brexit  ;S.A.M. KaagD66Minister voor Buitenlandse Handel en OntwikkelingssamenwerkingMede namens:S.A. BlokVVDMinister van Buitenlandse ZakenC. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en WaterstaatE.D. WiebesVVDMinister van Economische Zaken en KlimaatC.J. SchoutenCUMinister van Landbouw, Natuur en VoedselkwaliteitM. SnelD66Staatssecretaris van FinanciënM.C.G. KeijzerCDAStaatssecretaris van Economische Zaken en Klimaat  ;HAVE#NS#ROTTERDAM#GROOT-BRITTANNIË#LIDMAATSCHAP EU#ONDERNEMERS#INFORMATIE EN COMMUNICATIE;<questions><question>1 Bent u bekend met het bericht 'Rotterdamse haven zet zich schrap voor Brexit'? (1)</question><question>2 Deelt u de zorgen van de president-directeur van het Havenbedrijf Rotterdam over de gevolgen van een ‘harde’ Brexit voor Rotterdam en het Nederlandse bedrijfsleven?</question><question>3 Deelt u de mening dat de overheid een belangrijke rol heeft in het tijdig voorbereiden van het bedrijfsleven op het meest ongunstige scenario, een ‘harde’ Brexit?</question><question>4 Worden alle mogelijke gevolgen en mogelijk benodigde maatregelen op dit moment, in samenwerking met het bedrijfsleven, in kaart gebracht ?</question><question>5 Welke maatregelen worden in dit stadium door de regering en lokale overheden genomen om het bedrijfsleven, maar ook de infrastructuur in en rondom de haven, voor te bereiden op de gevolgen van een ‘harde’ Brexit?</question><question>6 Bent u bereid er alles aan te doen om het bedrijfsleven bij te staan met voorlichtingen en voorbereidende maatregelen, in elk geval de ‘no-regret’-maatregelen die nu al genomen kunnen worden, en zodoende gehoor te geven aan de oproep vanuit het bedrijfsleven tot een proactievere overheid op dit gebied? Zo ja, hoe gaat u hierin ook bedrijven bereiken die minder kennis en expertise in huis hebben en bijvoorbeeld niet naar voorlichtingsbijeenkomsten kunnen komen?(1) Trouw, 15 februari 2018, https://www.trouw.nl/home/rotterdamse-haven-zet-zich-schrap-voor-de-brexit~a01744ae/  </question></questions>
Het bericht 'Heerenveen wil stil asfalt op snelweg A32'  ;C. van Nieuwenhuizen WijbengaVVDMinister van Infrastructuur en Waterstaat  ;nan;<questions><question>1 Bent u bekend met het bericht ‘Heerenveen wil stil asfalt op snelweg A32” in de Leeuwarder Courant d.d. 13 februari 2018?</question><question>2 Bent u bekend met de klachten over geluid van de omwonenden rond snelweg A32? Zo ja, wat is daar tot nu toe mee gedaan?</question><question>3 In hoeverre klopt het dat het geluid nog binnen de maximaal toegestane geluidsplafonds past? Wanneer zijn de laatste metingen daarvoor verricht? Wanneer staat een nieuwe, actuele meting in de planning?</question><question>4 Welke werkzaamheden zullen rond Heerenveen sowieso al verricht worden aan de op- en afrittenstructuur van de A32 voor het verbeteren van de bereikbaarheid van Heerenveen en wanneer vinden deze werkzaamheden plaats?</question><question>5 Bent u bereid om in overleg te gaan met het gemeentebestuur van Heerenveen over de situatie rondom de A32? Zo nee, waarom niet?  </question></questions>
